,heading,key,value
8236,Miscellaneous,Cargo Volumn,384-litres
8237,Engine and Transmission,Color,Red
8238,Engine and Transmission,Engine Type,VTVT Petrol Engine 
8239,Engine and Transmission,Displacement,1591
8240,Engine and Transmission,Max Power,121.3bhp@6300rpm
8241,Engine and Transmission,Max Torque,154.9Nm@4200rpm
8242,Engine and Transmission,No of Cylinder,4
8243,Engine and Transmission,Values per Cylinder,4
8244,Engine and Transmission,Value Configuration,DOHC
8245,Engine and Transmission,Fuel Suppy System,MPFI
8246,Engine and Transmission,BoreX Stroke,77.0mm X 85.44mm
8247,Engine and Transmission,Compression Ratio,10.5:1
8248,Engine and Transmission,Turbo Charger,No
8249,Engine and Transmission,Super Charger,No
8250,Dimensions & Capacity,Length,4370mm
8251,Dimensions & Capacity,Width,1700mm
8252,Dimensions & Capacity,Height,1475mm
8253,Dimensions & Capacity,Wheel Base,2570mm
8254,Dimensions & Capacity,Kerb Weight,1198
8255,Miscellaneous,Gear Box,5 Speed
8256,Miscellaneous,Drive Type,FWD
8257,Miscellaneous,Seating Capacity,5
8258,Miscellaneous,Steering Type,Power
8259,Miscellaneous,Turning Radius,5.2 metres
8260,Miscellaneous,Front Brake Type,Disc
8261,Miscellaneous,Rear Brake Type,Disc
8262,Miscellaneous,Top Speed, 
8263,Miscellaneous,Tyre Type,"Tubeless,Radial"
8264,Miscellaneous,Alloy Wheel Size,15
8265,Miscellaneous,No Door Numbers,4
8266,Miscellaneous,Cargo Volumn,465-litre
8267,Engine and Transmission,Color,Brown
8268,Engine and Transmission,Engine Type,i VTEC Engine
8269,Engine and Transmission,Displacement,1497
8270,Engine and Transmission,Max Power,117.6bhp@6600rpm
8271,Engine and Transmission,Max Torque,145Nm@4600rpm
8272,Engine and Transmission,No of Cylinder,4
8273,Engine and Transmission,Values per Cylinder,4
8274,Engine and Transmission,Value Configuration,SOHC
8275,Engine and Transmission,Fuel Suppy System,PGM-Fi
8276,Engine and Transmission,BoreX Stroke,73.0 X 89.4 mm
8277,Engine and Transmission,Compression Ratio,10.3:1
8278,Engine and Transmission,Turbo Charger,No
8279,Engine and Transmission,Super Charger,No
8280,Dimensions & Capacity,Length,4440mm
8281,Dimensions & Capacity,Width,1695mm
8282,Dimensions & Capacity,Height,1495mm
8283,Dimensions & Capacity,Wheel Base,2600mm
8284,Dimensions & Capacity,Front Tread,1475mm
8285,Dimensions & Capacity,Rear Tread,1465mm
8286,Dimensions & Capacity,Kerb Weight,1100kg
8287,Dimensions & Capacity,Gross Weight,1475kg
8288,Miscellaneous,Gear Box,CVT
8289,Miscellaneous,Drive Type,FWD
8290,Miscellaneous,Seating Capacity,5
8291,Miscellaneous,Steering Type,Power
8292,Miscellaneous,Turning Radius,5.3 metres
8293,Miscellaneous,Front Brake Type,Ventilated Disc
8294,Miscellaneous,Rear Brake Type,Drum
8295,Miscellaneous,Top Speed,195 Kmph
8296,Miscellaneous,Acceleration,10 Seconds
8297,Miscellaneous,Tyre Type,"Tubeless,Radial"
8298,Miscellaneous,Alloy Wheel Size,16
8299,Miscellaneous,No Door Numbers,4
8300,Miscellaneous,Cargo Volumn,510
8301,Engine and Transmission,Color,Others
8302,Engine and Transmission,Engine Type,IRDE2 Engine
8303,Engine and Transmission,Displacement,1086
8304,Engine and Transmission,Max Power,68.05bhp@5500rpm
8305,Engine and Transmission,Max Torque,99.04Nm@4500rpm
8306,Engine and Transmission,No of Cylinder,4
8307,Engine and Transmission,Values per Cylinder,3
8308,Engine and Transmission,Value Configuration,SOHC
8309,Engine and Transmission,Fuel Suppy System,MPFI
8310,Engine and Transmission,Turbo Charger,No
8311,Engine and Transmission,Super Charger,No
8312,Dimensions & Capacity,Length,3585mm
8313,Dimensions & Capacity,Width,1595mm
8314,Dimensions & Capacity,Height,1550mm
8315,Dimensions & Capacity,Wheel Base,2380mm
8316,Dimensions & Capacity,Front Tread,1400mm
8317,Dimensions & Capacity,Rear Tread,1385mm
8318,Dimensions & Capacity,Kerb Weight,860kg
8319,Miscellaneous,Gear Box,5 Speed
8320,Miscellaneous,Drive Type,FWD
8321,Miscellaneous,Seating Capacity,5
8322,Miscellaneous,Steering Type,Power
8323,Miscellaneous,Turning Radius,4.7 metres
8324,Miscellaneous,Front Brake Type,Ventilated Disc
8325,Miscellaneous,Rear Brake Type,Drum
8326,Miscellaneous,Top Speed,165 Kmph
8327,Miscellaneous,Acceleration,14.3 Seconds
8328,Miscellaneous,Tyre Type,Tubeless
8329,Miscellaneous,No Door Numbers,5
8330,Miscellaneous,Cargo Volumn,225-litres
8331,Engine and Transmission,Color,Brown
8332,Engine and Transmission,Displacement,1197
8333,Engine and Transmission,Max Power,88.50bhp@6000rpm
8334,Engine and Transmission,Max Torque,113Nm@4400rpm
8335,Engine and Transmission,No of Cylinder,4
8336,Engine and Transmission,Values per Cylinder,4
8337,Dimensions & Capacity,Length,3995mm
8338,Dimensions & Capacity,Width,1735
8339,Dimensions & Capacity,Height,1515
8340,Dimensions & Capacity,Ground Clearance Unladen,160
8341,Dimensions & Capacity,Wheel Base,2450
8342,Dimensions & Capacity,Kerb Weight,880-915
8343,Dimensions & Capacity,Gross Weight,1335
8344,Miscellaneous,Gear Box,5 Speed
8345,Miscellaneous,Seating Capacity,5
8346,Miscellaneous,Steering Type,Electric
8347,Miscellaneous,Turning Radius,4.8
8348,Miscellaneous,Front Brake Type,Disc
8349,Miscellaneous,Rear Brake Type,Drum
8350,Miscellaneous,Tyre Type,"Tubeless, Radial"
8351,Miscellaneous,Alloy Wheel Size,15
8352,Miscellaneous,No Door Numbers,4
8353,Miscellaneous,Cargo Volumn,378
8354,Engine and Transmission,Color,Others
8355,Engine and Transmission,Engine Type,IRDE2 Engine
8356,Engine and Transmission,Displacement,1086
8357,Engine and Transmission,Max Power,68.05bhp@5500rpm
8358,Engine and Transmission,Max Torque,99.04Nm@4500rpm
8359,Engine and Transmission,No of Cylinder,4
8360,Engine and Transmission,Values per Cylinder,3
8361,Engine and Transmission,Value Configuration,SOHC
8362,Engine and Transmission,Fuel Suppy System,MPFI
8363,Engine and Transmission,Turbo Charger,No
8364,Engine and Transmission,Super Charger,No
8365,Dimensions & Capacity,Length,3585mm
8366,Dimensions & Capacity,Width,1595mm
8367,Dimensions & Capacity,Height,1550mm
8368,Dimensions & Capacity,Wheel Base,2380mm
8369,Dimensions & Capacity,Front Tread,1400mm
8370,Dimensions & Capacity,Rear Tread,1385mm
8371,Dimensions & Capacity,Kerb Weight,860kg
8372,Miscellaneous,Gear Box,5 Speed
8373,Miscellaneous,Drive Type,FWD
8374,Miscellaneous,Seating Capacity,5
8375,Miscellaneous,Steering Type,Power
8376,Miscellaneous,Turning Radius,4.7 metres
8377,Miscellaneous,Front Brake Type,Ventilated Disc
8378,Miscellaneous,Rear Brake Type,Drum
8379,Miscellaneous,Top Speed,165 Kmph
8380,Miscellaneous,Acceleration,14.3 Seconds
8381,Miscellaneous,Tyre Type,Tubeless
8382,Miscellaneous,No Door Numbers,5
8383,Miscellaneous,Cargo Volumn,225-litres
8384,Engine and Transmission,Color,Brown
8385,Engine and Transmission,Engine Type,Diesel Engine
8386,Engine and Transmission,Displacement,2143
8387,Engine and Transmission,Max Power,170bhp@3000-4200rpm
8388,Engine and Transmission,Max Torque,400Nm@1400-2800rpm
8389,Engine and Transmission,No of Cylinder,4
8390,Engine and Transmission,Values per Cylinder,4
8391,Engine and Transmission,Value Configuration,DOHC
8392,Engine and Transmission,Fuel Suppy System,CRDI
8393,Engine and Transmission,Turbo Charger,Yes
8394,Engine and Transmission,Super Charger,No
8395,Dimensions & Capacity,Length,4656 mm
8396,Dimensions & Capacity,Width,1890 mm
8397,Dimensions & Capacity,Height,1639 mm
8398,Dimensions & Capacity,Wheel Base,2873 mm
8399,Dimensions & Capacity,Front Tread,1621 mm
8400,Dimensions & Capacity,Rear Tread,1617 mm
8401,Dimensions & Capacity,Kerb Weight,1954 kg
8402,Dimensions & Capacity,Gross Weight,2505 kg
8403,Miscellaneous,Gear Box,9 Speed
8404,Miscellaneous,Drive Type,AWD
8405,Miscellaneous,Seating Capacity,5
8406,Miscellaneous,Steering Type,Power
8407,Miscellaneous,Front Brake Type,Disc
8408,Miscellaneous,Rear Brake Type,Drum
8409,Miscellaneous,Top Speed,210 Kmph
8410,Miscellaneous,Acceleration,8.3 Sec
8411,Miscellaneous,Tyre Type,"Tubeless,Radial"
8412,Miscellaneous,Alloy Wheel Size,18
8413,Miscellaneous,No Door Numbers,5
8414,Miscellaneous,Cargo Volumn,550 Litre
8415,Engine and Transmission,Color,Green
8416,Engine and Transmission,Engine Type,i-VTEC Petrol Engine
8417,Engine and Transmission,Displacement,1497
8418,Engine and Transmission,Max Power,117.3bhp@6600rpm
8419,Engine and Transmission,Max Torque,145Nm@4600rpm
8420,Engine and Transmission,No of Cylinder,4
8421,Engine and Transmission,Values per Cylinder,4
8422,Engine and Transmission,Value Configuration,SOHC
8423,Engine and Transmission,BoreX Stroke,2.99 X 3.46 mm
8424,Engine and Transmission,Turbo Charger,No
8425,Engine and Transmission,Super Charger,No
8426,Dimensions & Capacity,Length,4456mm
8427,Dimensions & Capacity,Width,1735mm
8428,Dimensions & Capacity,Height,1666mm
8429,Dimensions & Capacity,Wheel Base,2662mm
8430,Dimensions & Capacity,Kerb Weight,1235kg
8431,Miscellaneous,Gear Box,6 Speed
8432,Miscellaneous,Drive Type,FWD
8433,Miscellaneous,Seating Capacity,7
8434,Miscellaneous,Steering Type,Power
8435,Miscellaneous,Turning Radius,5.3 metres
8436,Miscellaneous,Front Brake Type,Disc
8437,Miscellaneous,Rear Brake Type,Drum
8438,Miscellaneous,Tyre Type,"Tubless, Radial"
8439,Miscellaneous,Alloy Wheel Size,16
8440,Miscellaneous,No Door Numbers,5
8441,Miscellaneous,Cargo Volumn,223-litres
8442,Engine and Transmission,Color,Others
8443,Engine and Transmission,Engine Type,K15 Smart Hybrid
8444,Engine and Transmission,Displacement,1462
8445,Engine and Transmission,Max Power,103.26bhp@6000rpm
8446,Engine and Transmission,Max Torque,138Nm@4400rpm
8447,Engine and Transmission,No of Cylinder,4
8448,Engine and Transmission,Values per Cylinder,4
8449,Engine and Transmission,Value Configuration,DOHC
8450,Engine and Transmission,Fuel Suppy System,MPFI
8451,Engine and Transmission,BoreX Stroke,74 X 85 mm
8452,Engine and Transmission,Compression Ratio,10.5:1
8453,Engine and Transmission,Turbo Charger,No
8454,Engine and Transmission,Super Charger,No
8455,Dimensions & Capacity,Length,4395 mm
8456,Dimensions & Capacity,Width,1735 mm
8457,Dimensions & Capacity,Height,1690 mm
8458,Dimensions & Capacity,Wheel Base,2740 mm
8459,Dimensions & Capacity,Front Tread,1510 mm
8460,Dimensions & Capacity,Rear Tread,1520 mm
8461,Dimensions & Capacity,Kerb Weight,1135-1170
8462,Dimensions & Capacity,Gross Weight,1730 Kg
8463,Miscellaneous,Gear Box,5 Speed
8464,Miscellaneous,Drive Type,FWD
8465,Miscellaneous,Seating Capacity,7
8466,Miscellaneous,Steering Type,Power
8467,Miscellaneous,Turning Radius,5.2 metres
8468,Miscellaneous,Front Brake Type,Ventilated Disc
8469,Miscellaneous,Rear Brake Type,Drum
8470,Miscellaneous,Tyre Type,"Tubeless,Radial"
8471,Miscellaneous,No Door Numbers,5
8472,Miscellaneous,Cargo Volumn,209 litres
8473,Engine and Transmission,Color,Blue
8474,Engine and Transmission,Engine Type,Turbo Diesel Engine
8475,Engine and Transmission,Displacement,1969
8476,Engine and Transmission,Max Power,150bhp
8477,Engine and Transmission,Max Torque,320Nm
8478,Engine and Transmission,No of Cylinder,5
8479,Engine and Transmission,Values per Cylinder,4
8480,Engine and Transmission,Value Configuration,DOHC
8481,Engine and Transmission,Fuel Suppy System,Direct Injection
8482,Engine and Transmission,BoreX Stroke,81 x 77 mm
8483,Engine and Transmission,Turbo Charger,Yes
8484,Engine and Transmission,Super Charger,No
8485,Dimensions & Capacity,Length,4369mm
8486,Dimensions & Capacity,Width,2041mm
8487,Dimensions & Capacity,Height,1420mm
8488,Dimensions & Capacity,Wheel Base,2647mm
8489,Dimensions & Capacity,Front Tread,1559mm
8490,Dimensions & Capacity,Rear Tread,1546mm
8491,Dimensions & Capacity,Kerb Weight,1561kg
8492,Dimensions & Capacity,Gross Weight,1980kg
8493,Miscellaneous,Gear Box,6 Speed
8494,Miscellaneous,Drive Type,FWD
8495,Miscellaneous,Seating Capacity,5
8496,Miscellaneous,Steering Type,Power
8497,Miscellaneous,Turning Radius,5.45 metres
8498,Miscellaneous,Front Brake Type,Disc
8499,Miscellaneous,Rear Brake Type,Disc
8500,Miscellaneous,Top Speed,210 Kmph
8501,Miscellaneous,Acceleration,9.3 Seconds
8502,Miscellaneous,Tyre Type,"Tubeless,Radial"
8503,Miscellaneous,Alloy Wheel Size,16
8504,Miscellaneous,No Door Numbers,5
8505,Miscellaneous,Cargo Volumn,324-litres
8506,Engine and Transmission,Color,White
8507,Engine and Transmission,Engine Type,VTVT Petrol Engine
8508,Engine and Transmission,Displacement,1591
8509,Engine and Transmission,Max Power,121.3bhp@6300rpm
8510,Engine and Transmission,Max Torque,154.9Nm@4200rpm
8511,Engine and Transmission,No of Cylinder,4
8512,Engine and Transmission,Values per Cylinder,4
8513,Engine and Transmission,Value Configuration,DOHC
8514,Engine and Transmission,Fuel Suppy System,MPFI
8515,Engine and Transmission,BoreX Stroke,77.0mm X 85.44mm
8516,Engine and Transmission,Compression Ratio,10.5;1
8517,Engine and Transmission,Turbo Charger,No
8518,Engine and Transmission,Super Charger,No
8519,Dimensions & Capacity,Length,4375mm
8520,Dimensions & Capacity,Width,1700mm
8521,Dimensions & Capacity,Height,1475mm
8522,Dimensions & Capacity,Wheel Base,2570mm
8523,Dimensions & Capacity,Kerb Weight,1240
8524,Miscellaneous,Gear Box,5 Speed
8525,Miscellaneous,Drive Type,FWD
8526,Miscellaneous,Seating Capacity,5
8527,Miscellaneous,Steering Type,Power
8528,Miscellaneous,Turning Radius,5.2 metres
8529,Miscellaneous,Front Brake Type,Disc 
8530,Miscellaneous,Rear Brake Type,Drum
8531,Miscellaneous,Top Speed,196km/hr
8532,Miscellaneous,Acceleration,10.5 Seconds
8533,Miscellaneous,Tyre Type,"Tubeless,Radial"
8534,Miscellaneous,Alloy Wheel Size,16
8535,Miscellaneous,No Door Numbers,4
8536,Miscellaneous,Cargo Volumn,465-litre
8537,Engine and Transmission,Color,Orange
8538,Engine and Transmission,Engine Type,K10B Petrol Engine
8539,Engine and Transmission,Displacement,998
8540,Engine and Transmission,Max Power,67.05bhp@5500rpm
8541,Engine and Transmission,Max Torque,90Nm@3500rpm
8542,Engine and Transmission,No of Cylinder,3
8543,Engine and Transmission,Values per Cylinder,4
8544,Engine and Transmission,Value Configuration,DOHC
8545,Engine and Transmission,Fuel Suppy System,MPFI
8546,Engine and Transmission,BoreX Stroke,73  x 79.5 mm
8547,Engine and Transmission,Turbo Charger,No
8548,Engine and Transmission,Super Charger,No
8549,Dimensions & Capacity,Length,3655 mm
8550,Dimensions & Capacity,Width,1620 mm
8551,Dimensions & Capacity,Height,1675 mm
8552,Dimensions & Capacity,Wheel Base,2435 mm
8553,Dimensions & Capacity,Kerb Weight,805-825kg
8554,Dimensions & Capacity,Gross Weight,1340kg
8555,Miscellaneous,Gear Box,5 Speed
8556,Miscellaneous,Drive Type,FWD
8557,Miscellaneous,Seating Capacity,5
8558,Miscellaneous,Steering Type,Power
8559,Miscellaneous,Turning Radius,4.7 metres
8560,Miscellaneous,Front Brake Type,Disc
8561,Miscellaneous,Rear Brake Type,Drum
8562,Miscellaneous,Acceleration,18.6 Seconds
8563,Miscellaneous,Tyre Type,"Tubeless Tyres, Radial"
8564,Miscellaneous,No Door Numbers,5
8565,Miscellaneous,Cargo Volumn,341 Litres
8566,Engine and Transmission,Color,Orange
8567,Engine and Transmission,Engine Type,K10C
8568,Engine and Transmission,Displacement,998
8569,Engine and Transmission,Max Power,65.71bhp@5500rpm
8570,Engine and Transmission,Max Torque,89Nm@3500rpm
8571,Engine and Transmission,No of Cylinder,3
8572,Engine and Transmission,Values per Cylinder,4
8573,Dimensions & Capacity,Length,3565
8574,Dimensions & Capacity,Width,1520
8575,Dimensions & Capacity,Height,1567
8576,Dimensions & Capacity,Wheel Base,2380
8577,Dimensions & Capacity,Front Tread,1316
8578,Dimensions & Capacity,Rear Tread,1318
8579,Dimensions & Capacity,Kerb Weight,736-775
8580,Dimensions & Capacity,Gross Weight,1170
8581,Miscellaneous,Gear Box,5 Speed
8582,Miscellaneous,Drive Type,FWD
8583,Miscellaneous,Seating Capacity,5
8584,Miscellaneous,Steering Type,Power
8585,Miscellaneous,Turning Radius,4.5
8586,Miscellaneous,Front Brake Type,Ventilated Disc
8587,Miscellaneous,Rear Brake Type,Drum
8588,Miscellaneous,Tyre Type,"Tubeless, Radial"
8589,Miscellaneous,No Door Numbers,5
8590,Engine and Transmission,Color,Blue
8591,Engine and Transmission,Engine Type,K10C
8592,Engine and Transmission,Displacement,998
8593,Engine and Transmission,Max Power,65.71bhp@5500rpm
8594,Engine and Transmission,Max Torque,89Nm@3500rpm
8595,Engine and Transmission,No of Cylinder,3
8596,Engine and Transmission,Values per Cylinder,4
8597,Dimensions & Capacity,Length,3695mm
8598,Dimensions & Capacity,Width,1655
8599,Dimensions & Capacity,Height,1555
8600,Dimensions & Capacity,Wheel Base,2435
8601,Dimensions & Capacity,Front Tread,1430
8602,Dimensions & Capacity,Rear Tread,1440
8603,Dimensions & Capacity,Kerb Weight,810
8604,Dimensions & Capacity,Gross Weight,1260
8605,Miscellaneous,Gear Box,5-Speed
8606,Miscellaneous,Seating Capacity,5
8607,Miscellaneous,Steering Type,Electric
8608,Miscellaneous,Front Brake Type,Ventilated Disc
8609,Miscellaneous,Rear Brake Type,Drum
8610,Miscellaneous,Tyre Type,"Tubeless, Radial"
8611,Miscellaneous,No Door Numbers,5
8612,Miscellaneous,Cargo Volumn,313
8613,Engine and Transmission,Color,Gray
8614,Engine and Transmission,Engine Type,K10B Petrol Engine
8615,Engine and Transmission,Displacement,998
8616,Engine and Transmission,Max Power,67.04bhp@6200rpm
8617,Engine and Transmission,Max Torque,90Nm@3500rpm
8618,Engine and Transmission,No of Cylinder,3
8619,Engine and Transmission,Values per Cylinder,4
8620,Engine and Transmission,Value Configuration,DOHC
8621,Engine and Transmission,BoreX Stroke,69 x 72 mm
8622,Engine and Transmission,Turbo Charger,No
8623,Engine and Transmission,Super Charger,No
8624,Dimensions & Capacity,Length,3599mm
8625,Dimensions & Capacity,Width,1495mm
8626,Dimensions & Capacity,Height,1700mm
8627,Dimensions & Capacity,Wheel Base,2400mm
8628,Dimensions & Capacity,Front Tread,1295mm
8629,Dimensions & Capacity,Rear Tread,1290mm
8630,Dimensions & Capacity,Kerb Weight,870kg
8631,Dimensions & Capacity,Gross Weight,1350kg
8632,Miscellaneous,Gear Box,5 Speed
8633,Miscellaneous,Drive Type,FWD
8634,Miscellaneous,Seating Capacity,5
8635,Miscellaneous,Steering Type,Power
8636,Miscellaneous,Turning Radius,4.6 metres
8637,Miscellaneous,Front Brake Type,Ventilated Disc
8638,Miscellaneous,Rear Brake Type,Drum
8639,Miscellaneous,Top Speed,152 kmph
8640,Miscellaneous,Acceleration,18.6 Seconds
8641,Miscellaneous,Tyre Type,Tubeless Tyres
8642,Miscellaneous,No Door Numbers,5
8643,Miscellaneous,Cargo Volumn,180-liters
8644,Engine and Transmission,Color,White
8645,Engine and Transmission,Engine Type,1.0 TSI Petrol Engine
8646,Engine and Transmission,Displacement,999
8647,Engine and Transmission,Max Power,113.98bhp@5000-5500rpm
8648,Engine and Transmission,Max Torque,178Nm@1750-4500rpm
8649,Engine and Transmission,No of Cylinder,3
8650,Engine and Transmission,Values per Cylinder,4
8651,Engine and Transmission,Fuel Suppy System,TSI
8652,Engine and Transmission,Turbo Charger,Yes
8653,Dimensions & Capacity,Length,4225mm
8654,Dimensions & Capacity,Width,1760mm
8655,Dimensions & Capacity,Height,1612mm
8656,Dimensions & Capacity,Ground Clearance Unladen,155mm
8657,Dimensions & Capacity,Wheel Base,2651mm
